Name,Age,Department,Role,Years_of_Experience,Skillset,Project_Success_Rate,Mentor,Mentee
Mr. Patrick Freeman,35,Engineering,Engineer,5,"Machine Learning, CAD Design, Java",0.82,NA,
Jennifer Moss,26,Logistics,Logistics Coordinator,1,"Supply Chain Management, Warehouse Management",0.95,,NA
Laura Love,29,Engineering,Junior Engineer,1,Python,0.6,,NA
Natalie Williams,45,Operations,Operations Manager,11,"Time Management, Risk Management, Project Management, Teamwork",0.57,NA,
Robert Wade,50,Operations,Operations Manager,13,"Time Management, Process Improvement, Project Management, Teamwork",0.94,NA,
Mr. Robert Riddle,32,Operations,Logistics Coordinator,4,"Teamwork, Process Improvement",0.85,,NA
Kendra Haas,30,Engineering,Engineer,5,"CAD Design, Data Analysis, Electrical Engineering",0.85,NA,
Jason Gill,28,Customer Service,Customer Service Executive,1,Teamwork,0.53,,NA
Haley Garcia,27,IT,IT Support,1,Cloud Computing,0.84,,NA
Benjamin Baldwin,28,IT,IT Support,1,"Cloud Computing, Communication",0.72,,NA
Andrew Montes,25,Operations,Logistics Coordinator,2,Process Improvement,0.91,,NA
Joshua Walton,26,Operations,Logistics Coordinator,1,Time Management,0.74,,NA
Philip Cohen,48,Operations,Operations Manager,11,"Teamwork, Risk Management, Project Management, Process Improvement, Time Management",0.94,NA,
Tanya Bell,29,Operations,Logistics Coordinator,1,"Teamwork, Process Improvement",0.5,,NA
Christine Roberts,47,Operations,Operations Manager,10,"Data Analysis, Risk Management, Teamwork, Process Improvement, Project Management, Time Management",0.51,NA,
Marisa Kirk,49,Operations,Operations Manager,10,"Process Improvement, Risk Management, Project Management, Teamwork, Data Analysis, Time Management",0.78,NA,
Melanie Jones,40,Operations,Operations Manager,10,"Project Management, Risk Management, Data Analysis, Process Improvement",0.55,NA,
Gregory Berg,38,Operations,Logistics Coordinator,4,"Process Improvement, Project Management",0.55,,NA
Christina Sheppard,46,Engineering,Senior Engineer,6,"Systems Engineering, Machine Learning",0.95,NA,
Anthony Miller,25,Customer Service,Customer Service Executive,0,"Teamwork, Communication",0.9,,NA
Andrew Taylor,39,Operations,Operations Manager,7,"Teamwork, Risk Management, Data Analysis, Time Management",0.99,NA,
Kelly Russell,27,Logistics,Logistics Coordinator,2,"Inventory Management, Communication",0.79,,NA
George Johnson,28,Operations,Logistics Coordinator,1,"Teamwork, Risk Management",0.78,,NA
Alexander Castro,40,Operations,Operations Manager,12,"Data Analysis, Process Improvement, Project Management, Time Management, Teamwork, Risk Management",0.83,NA,
Mark Anderson,48,Engineering,Senior Engineer,7,"CAD Design, Java, Python",0.54,NA,
Gary Huynh,37,Logistics,Logistics Coordinator,4,"Networking, Inventory Management, Data Analysis",0.84,,NA
Sandra Williams,25,Operations,Logistics Coordinator,1,Process Improvement,0.66,,NA
Rita Duncan,32,Engineering,Engineer,3,"Data Analysis, Machine Learning",0.64,,NA
Meagan Jackson,47,Operations,Operations Manager,11,"Project Management, Time Management, Process Improvement, Risk Management, Data Analysis",0.57,NA,
William Collins,48,Operations,Operations Manager,9,"Process Improvement, Risk Management, Data Analysis, Project Management",0.82,NA,
Krista Mcclain,48,Operations,Operations Manager,7,"Process Improvement, Time Management, Data Analysis, Teamwork",0.87,NA,
Peggy Johnson,43,Engineering,Senior Engineer,6,"Systems Engineering, Java, Machine Learning",0.69,NA,
Kyle Ware,39,Engineering,Engineer,5,"Data Analysis, CAD Design",0.92,NA,
Alexis Hanson,25,Customer Service,Customer Service Executive,0,Communication,0.8,,NA
Robert Roberts,35,Customer Service,Customer Service Executive,3,"Communication, Conflict Resolution",0.95,,NA
Marc Johnson,34,Customer Service,Customer Service Executive,3,"Communication, Problem Solving",0.7,,NA
Daniel Carter,36,Engineering,Senior Engineer,7,"Machine Learning, Data Analysis, Python",0.67,NA,
Brian Berry,51,Operations,Operations Manager,13,"Process Improvement, Data Analysis, Project Management, Risk Management",0.97,NA,
Paula Mills,26,IT,IT Support,0,"Cybersecurity, System Administration",0.64,,NA
Louis Davidson,29,Operations,Logistics Coordinator,2,Data Analysis,0.55,,NA
Amanda Andrews,32,Operations,Logistics Coordinator,4,"Process Improvement, Risk Management",0.75,,NA
Steven Perry,42,Operations,Operations Manager,12,"Data Analysis, Time Management, Process Improvement, Risk Management, Teamwork",0.75,NA,
Andrew Brown,40,Engineering,Senior Engineer,6,"Java, Electrical Engineering, Systems Engineering",0.64,NA,
Wesley Hopkins,38,Customer Service,Customer Service Executive,3,"Communication, Customer Relationship Management, Conflict Resolution",0.83,,NA
Randy Nguyen,30,Operations,Logistics Coordinator,3,"Teamwork, Project Management",0.9,,NA
Dominique Young,38,Engineering,Engineer,3,"Data Analysis, Systems Engineering",0.96,,NA
Shari Harris,27,Logistics,Logistics Coordinator,2,"Inventory Management, Networking",0.84,,NA
Joshua Baker,27,Operations,Logistics Coordinator,2,Time Management,0.99,,NA
David Diaz,38,Engineering,Senior Engineer,6,"Data Analysis, Electrical Engineering",0.76,NA,
Joseph Ortega,42,Operations,Operations Manager,9,"Project Management, Risk Management, Data Analysis, Time Management",0.95,NA,
Calvin Reyes,39,Logistics,Logistics Coordinator,3,"Communication, Inventory Management, Networking",0.65,,NA
Michael Taylor,37,Operations,Operations Manager,7,"Data Analysis, Risk Management, Project Management, Teamwork",0.74,NA,
Michael Patterson,27,Logistics,Logistics Coordinator,2,"Data Analysis, Networking",0.54,,NA
Paul Aguilar,33,Engineering,Senior Engineer,6,"Machine Learning, Systems Engineering",0.62,NA,
Nathaniel Richardson,33,Customer Service,Customer Service Executive,3,"Teamwork, Conflict Resolution, Communication",0.81,,NA
Justin Schwartz,26,Engineering,Junior Engineer,2,CAD Design,0.62,,NA
Jessica Ray,33,Customer Service,Customer Service Executive,3,"Problem Solving, Customer Relationship Management",0.78,,NA
Randy Armstrong,31,Operations,Logistics Coordinator,3,"Teamwork, Process Improvement, Time Management",0.51,,NA
Hannah Nguyen,27,Engineering,Junior Engineer,0,"CAD Design, Java",0.93,,NA
Alicia Moses,48,Operations,Operations Manager,12,"Process Improvement, Teamwork, Data Analysis, Time Management",0.69,NA,
Karen Knight,35,Engineering,Senior Engineer,6,"Data Analysis, CAD Design, Machine Learning",0.78,NA,
Edward Hernandez,31,Engineering,Engineer,3,"Electrical Engineering, Systems Engineering",0.56,,NA
Michael Flynn,28,IT,IT Support,2,Cloud Computing,0.65,,NA
Leah Boyle,29,IT,IT Support,1,System Administration,0.52,,NA
Crystal Decker,27,Engineering,Junior Engineer,2,Machine Learning,0.78,,NA
Christine Little,46,Operations,Operations Manager,9,"Time Management, Risk Management, Data Analysis",0.62,NA,
Susan Hart,26,Engineering,Junior Engineer,1,Machine Learning,0.5,,NA
Leah Tate,26,Engineering,Junior Engineer,0,Java,0.94,,NA
Ryan Pierce,28,Operations,Logistics Coordinator,2,Time Management,0.7,,NA
Jon Pugh,28,Logistics,Logistics Coordinator,1,"Supply Chain Management, Communication",0.74,,NA
Andres Moore,33,Logistics,Logistics Coordinator,4,"Supply Chain Management, Networking, Data Analysis",0.6,,NA
Shari Flowers,42,Operations,Operations Manager,11,"Data Analysis, Project Management, Process Improvement, Teamwork, Risk Management, Time Management",0.79,NA,
David Arias,32,Engineering,Senior Engineer,7,"Java, Systems Engineering, Data Analysis",0.53,NA,
Alicia Adams,40,Operations,Operations Manager,12,"Project Management, Risk Management, Time Management, Teamwork",0.56,NA,
Teresa Larson,38,Logistics,Logistics Coordinator,4,"Networking, Communication",0.94,,NA
Crystal Lee,38,Engineering,Senior Engineer,7,"Electrical Engineering, Data Analysis, Python, Machine Learning",0.8,NA,
Marcus Contreras,46,Operations,Operations Manager,8,"Project Management, Data Analysis, Risk Management, Teamwork",0.86,NA,
Sharon Jackson,48,Engineering,Senior Engineer,9,"Python, Electrical Engineering, Java, Data Analysis",0.54,NA,
Mary Williams,41,Operations,Operations Manager,11,"Data Analysis, Teamwork, Process Improvement, Time Management, Risk Management, Project Management",0.97,NA,
Carrie Brown,40,Engineering,Senior Engineer,7,"CAD Design, Systems Engineering, Electrical Engineering",0.67,NA,
Alyssa Shaw,25,Customer Service,Customer Service Executive,2,"Communication, Teamwork",0.91,,NA
Robert Smith,25,Engineering,Junior Engineer,0,"Machine Learning, Java",0.54,,NA
Barbara Chavez,27,Logistics,Logistics Coordinator,2,"Supply Chain Management, Inventory Management",0.55,,NA
Heather Lyons MD,38,Operations,Logistics Coordinator,4,"Process Improvement, Risk Management",0.97,,NA
Sarah Gonzalez,31,Engineering,Senior Engineer,7,"Java, Data Analysis, Electrical Engineering",0.54,NA,
Heather Duffy,54,Operations,Operations Manager,11,"Process Improvement, Teamwork, Time Management, Risk Management",0.92,NA,
Ashley Hampton,29,Logistics,Logistics Coordinator,2,Data Analysis,0.68,,NA
Kara Ruiz,27,Engineering,Junior Engineer,2,Machine Learning,0.84,,NA
Daniel Jones,37,Operations,Logistics Coordinator,3,"Risk Management, Teamwork, Project Management",0.73,,NA
Rachel Bauer,36,Operations,Logistics Coordinator,4,"Project Management, Risk Management",0.94,,NA
Nathan Daniel,29,Operations,Logistics Coordinator,1,Risk Management,0.54,,NA
Debra Johnson,48,Operations,Operations Manager,12,"Risk Management, Project Management, Time Management, Process Improvement, Data Analysis",0.57,NA,
Kayla Mercer,29,Logistics,Logistics Coordinator,2,Networking,0.68,,NA
Janet Powell,29,Customer Service,Customer Service Executive,2,Communication,0.92,,NA
Lori Hernandez,26,Engineering,Junior Engineer,1,"Java, CAD Design",0.88,,NA
Latasha Gonzales,28,Engineering,Junior Engineer,1,CAD Design,0.99,,NA
Lydia Young,26,Engineering,Junior Engineer,2,"Systems Engineering, Data Analysis",0.77,,NA
Mr. Shawn Wheeler DVM,29,IT,IT Support,0,Networking,0.99,,NA
Tina Johnson,36,Operations,Logistics Coordinator,3,"Teamwork, Data Analysis",0.77,,NA
Katherine Hensley,29,Engineering,Junior Engineer,1,"CAD Design, Electrical Engineering",0.79,,NA
Mr. Michael Ryan,26,Engineering,Junior Engineer,2,Systems Engineering,0.71,,NA
Patrick Clark,39,Logistics,Logistics Coordinator,4,"Inventory Management, Communication, Warehouse Management",0.73,,NA
Jonathan Sanders,27,Customer Service,Customer Service Executive,1,Communication,0.83,,NA
Olivia Roman,31,Logistics,Logistics Coordinator,4,"Inventory Management, Networking, Warehouse Management",0.65,,NA
Kristin Little,40,Operations,Operations Manager,10,"Time Management, Project Management, Data Analysis, Process Improvement, Risk Management",0.55,NA,
Isaac Bennett,36,Engineering,Senior Engineer,7,"Data Analysis, Electrical Engineering, Java, CAD Design",0.5,NA,
Terri Kerr,46,Operations,Operations Manager,12,"Process Improvement, Data Analysis, Teamwork, Risk Management, Time Management, Project Management",0.71,NA,
Molly Donovan,38,Engineering,Senior Engineer,6,"Systems Engineering, Python, Data Analysis",0.8,NA,
Stephen Smith,33,Operations,Logistics Coordinator,3,"Data Analysis, Time Management",0.86,,NA
Gabriella Fisher,31,Engineering,Engineer,3,"Machine Learning, Python",0.9,,NA
Melissa Anderson,44,Engineering,Senior Engineer,9,"Data Analysis, Python, Machine Learning",0.57,NA,
David Thompson,32,Engineering,Senior Engineer,6,"Machine Learning, Systems Engineering",0.62,NA,
Jennifer Allen,44,Engineering,Senior Engineer,7,"Java, CAD Design, Python, Electrical Engineering",0.91,NA,
Julie Glover,30,Logistics,Logistics Coordinator,4,"Inventory Management, Data Analysis, Networking",0.57,,NA
Samantha Cochran,34,Operations,Logistics Coordinator,3,"Data Analysis, Risk Management",0.79,,NA
Richard Vasquez,27,Engineering,Junior Engineer,2,"Systems Engineering, Machine Learning",0.94,,NA
Carol Armstrong,29,Customer Service,Customer Service Executive,1,"Conflict Resolution, Teamwork",0.81,,NA
Crystal Burgess,30,Engineering,Senior Engineer,7,"Electrical Engineering, Python, Java",0.53,NA,
Alisha Williams,46,Operations,Operations Manager,12,"Data Analysis, Teamwork, Process Improvement, Risk Management",1.0,NA,
Donald Boyer,25,Customer Service,Customer Service Executive,1,"Communication, Conflict Resolution",0.5,,NA
Veronica Walker,37,Engineering,Senior Engineer,6,"Java, Python, Data Analysis",0.58,NA,
David Baker,29,IT,IT Support,2,"Cloud Computing, Communication",0.87,,NA
Sharon Henry,25,Operations,Logistics Coordinator,1,Data Analysis,0.74,,NA
Teresa Solis,27,Customer Service,Customer Service Executive,1,Customer Relationship Management,0.62,,NA
George Butler,26,Engineering,Junior Engineer,1,Java,0.67,,NA
Misty Douglas,25,Engineering,Junior Engineer,0,"Python, Java",0.79,,NA
Karen Graham,28,Engineering,Junior Engineer,2,Systems Engineering,0.8,,NA
Kevin Jones,36,Operations,Operations Manager,7,"Teamwork, Project Management, Time Management, Process Improvement",0.95,NA,
Nicholas Boyd,44,Operations,Operations Manager,11,"Time Management, Teamwork, Risk Management, Process Improvement, Data Analysis",0.75,NA,
Anthony Barr,41,Engineering,Senior Engineer,7,"Java, Electrical Engineering, Machine Learning, Systems Engineering",0.67,NA,
William Green,34,Engineering,Engineer,4,"Java, Python, Systems Engineering",0.81,,NA
Lisa Martin,39,Engineering,Senior Engineer,6,"Machine Learning, Python, Data Analysis",0.93,NA,
Vincent Cohen,47,Operations,Operations Manager,10,"Process Improvement, Project Management, Time Management, Data Analysis, Risk Management",0.69,NA,
Matthew Miller,32,Operations,Logistics Coordinator,3,"Teamwork, Data Analysis",0.84,,NA
Marissa Wilson,41,Engineering,Senior Engineer,7,"Python, Java, Data Analysis, Machine Learning",0.93,NA,
Erica Young,34,Engineering,Engineer,5,"Systems Engineering, Java, Data Analysis",0.74,NA,
Maria Braun,28,Customer Service,Customer Service Executive,0,"Teamwork, Customer Relationship Management",0.77,,NA
Valerie Washington,26,Engineering,Junior Engineer,1,Python,0.55,,NA
Mark Rodriguez,44,Operations,Operations Manager,10,"Time Management, Process Improvement, Data Analysis, Teamwork, Risk Management",0.59,NA,
Kevin Fuentes,29,IT,IT Support,1,Python,0.96,,NA
Rebecca Steele,38,Logistics,Logistics Coordinator,4,"Data Analysis, Communication",0.61,,NA
Kim Mercer,35,Operations,Operations Manager,7,"Data Analysis, Teamwork, Project Management, Risk Management",0.52,NA,
Ronnie Fowler,27,IT,IT Support,2,"Java, Communication",0.81,,NA
Tracey Wright,27,Operations,Logistics Coordinator,1,Project Management,0.64,,NA
Nathan Cowan,42,Engineering,Senior Engineer,8,"Electrical Engineering, Systems Engineering, Python, CAD Design",0.82,NA,
Gary Miller,32,Logistics,Logistics Coordinator,3,"Inventory Management, Networking, Communication",0.63,,NA
Cody Hayes,27,Engineering,Junior Engineer,1,"Python, Systems Engineering",0.95,,NA
Jonathan Roberts,25,Customer Service,Customer Service Executive,2,Customer Relationship Management,0.61,,NA
Donald Durham,26,Logistics,Logistics Coordinator,1,"Communication, Supply Chain Management",0.75,,NA
Paul Chan,30,Customer Service,Customer Service Executive,3,"Teamwork, Problem Solving",0.8,,NA
David Jenkins,28,Operations,Logistics Coordinator,2,"Risk Management, Project Management",0.53,,NA
Kathryn Fuller,26,IT,IT Support,1,Communication,0.62,,NA
Veronica Mendoza,48,Operations,Operations Manager,9,"Data Analysis, Process Improvement, Time Management, Project Management",0.99,NA,
Joseph Woodward,28,Operations,Logistics Coordinator,2,"Teamwork, Data Analysis",0.75,,NA
Gregory Williams,30,Logistics,Logistics Coordinator,3,"Inventory Management, Warehouse Management, Data Analysis",0.56,,NA
Leslie Collins,39,Logistics,Logistics Coordinator,3,"Inventory Management, Warehouse Management",0.95,,NA
Kevin Wagner,26,IT,IT Support,0,"Python, Communication",0.54,,NA
Victoria Chase,33,Operations,Operations Manager,7,"Teamwork, Process Improvement, Time Management, Data Analysis",0.78,NA,
Gregory Escobar,38,Engineering,Engineer,5,"Data Analysis, Machine Learning",0.96,NA,
Lisa Lambert,27,Engineering,Junior Engineer,2,Data Analysis,0.54,,NA
Ashley Salazar,36,Engineering,Engineer,4,"Machine Learning, Java",0.77,,NA
Jamie Parker,39,Customer Service,Customer Service Executive,3,"Conflict Resolution, Problem Solving",0.6,,NA
Sandra Hull,34,Logistics,Logistics Coordinator,4,"Supply Chain Management, Inventory Management, Networking",0.55,,NA
Cynthia Willis,48,Operations,Operations Manager,8,"Project Management, Risk Management, Process Improvement, Data Analysis",0.63,NA,
Dustin Arnold,43,Operations,Operations Manager,10,"Process Improvement, Project Management, Time Management, Teamwork",0.51,NA,
Katherine Thomas,30,Customer Service,Customer Service Executive,3,"Problem Solving, Teamwork",0.95,,NA
Harold Reyes,33,Engineering,Engineer,3,"Machine Learning, Python",0.98,,NA
Whitney King,47,Operations,Operations Manager,10,"Teamwork, Project Management, Time Management, Data Analysis, Risk Management",0.62,NA,
Steven Morgan,27,Engineering,Junior Engineer,0,Python,0.56,,NA
Daisy Nash,28,Customer Service,Customer Service Executive,0,"Problem Solving, Conflict Resolution",0.7,,NA
Shelby Murphy,41,Operations,Operations Manager,9,"Teamwork, Data Analysis, Risk Management",0.81,NA,
John Young,28,Logistics,Logistics Coordinator,2,Inventory Management,0.69,,NA
Jill Waters,46,Operations,Operations Manager,11,"Risk Management, Time Management, Teamwork, Project Management, Process Improvement",0.9,NA,
Kenneth Cooper,26,Customer Service,Customer Service Executive,1,Problem Solving,0.58,,NA
Jason White,28,Logistics,Logistics Coordinator,2,"Warehouse Management, Communication",0.54,,NA
Patrick Branch,47,Engineering,Senior Engineer,8,"Machine Learning, CAD Design, Python, Data Analysis",0.87,NA,
Joseph Brown,36,Engineering,Engineer,5,"CAD Design, Systems Engineering, Python",0.68,NA,
Peter Chang,36,Operations,Operations Manager,7,"Data Analysis, Time Management, Process Improvement",0.77,NA,
David Daniels,44,Engineering,Senior Engineer,9,"Electrical Engineering, Machine Learning, Java",0.74,NA,
Kayla Bridges,27,Customer Service,Customer Service Executive,2,Problem Solving,0.57,,NA
Christopher Rodriguez,28,Engineering,Junior Engineer,1,"Java, CAD Design",1.0,,NA
Blake White,43,Operations,Operations Manager,12,"Process Improvement, Teamwork, Data Analysis, Time Management, Project Management, Risk Management",0.65,NA,
Robert White,27,Customer Service,Customer Service Executive,0,Conflict Resolution,0.79,,NA
Tyler Webb,34,Engineering,Engineer,5,"Machine Learning, Systems Engineering",0.53,NA,
Joan Foster,37,Operations,Operations Manager,7,"Time Management, Teamwork, Project Management",0.68,NA,
Debbie Cobb,29,Engineering,Junior Engineer,0,"Machine Learning, Systems Engineering",0.61,,NA
David Blackburn,30,Operations,Operations Manager,7,"Teamwork, Project Management, Data Analysis",0.84,NA,
Theresa Johnson,55,Operations,Operations Manager,14,"Risk Management, Time Management, Project Management, Process Improvement",0.62,NA,
Jay Johnson,26,Engineering,Junior Engineer,2,CAD Design,0.99,,NA
Sandy Calderon,38,Engineering,Engineer,5,"Java, Machine Learning, Systems Engineering",0.69,NA,
Sarah Chavez,25,Logistics,Logistics Coordinator,1,"Inventory Management, Supply Chain Management",0.75,,NA
Lance Esparza,27,IT,IT Support,1,Cloud Computing,0.84,,NA
Isaac Hamilton,26,Logistics,Logistics Coordinator,2,Data Analysis,0.67,,NA
Juan Wade,28,Operations,Logistics Coordinator,1,Data Analysis,0.74,,NA
Nathan Stevens,33,Operations,Logistics Coordinator,4,"Data Analysis, Risk Management, Process Improvement",0.92,,NA
Stacey Adams,34,Engineering,Senior Engineer,6,"Systems Engineering, Java",0.93,NA,
Larry Bennett,28,Logistics,Logistics Coordinator,1,"Supply Chain Management, Communication",0.91,,NA
Tonya Buck,28,Operations,Logistics Coordinator,1,Time Management,0.78,,NA
Carlos Wilson,25,Engineering,Junior Engineer,0,Java,0.63,,NA
Rebecca Oconnell,41,Operations,Operations Manager,7,"Project Management, Teamwork, Risk Management, Time Management",0.57,NA,
Kenneth George,41,Engineering,Senior Engineer,9,"Java, Electrical Engineering, Python",0.5,NA,
Deborah Weaver,31,Engineering,Senior Engineer,7,"CAD Design, Java, Electrical Engineering",0.86,NA,
Derrick Oliver,28,IT,IT Support,0,Python,0.9,,NA
Gary Johnston,27,Engineering,Junior Engineer,0,Python,0.67,,NA
Micheal Walker,27,Engineering,Junior Engineer,1,"Python, Data Analysis",0.86,,NA
Samantha Fowler,40,Operations,Operations Manager,12,"Time Management, Risk Management, Data Analysis, Project Management, Teamwork",0.52,NA,
Marissa Marquez,44,Engineering,Senior Engineer,8,"Data Analysis, Python, Electrical Engineering",0.67,NA,
Devon Clark,31,Engineering,Engineer,3,"Machine Learning, Electrical Engineering",0.91,,NA
Mathew Hamilton,53,Operations,Operations Manager,10,"Risk Management, Project Management, Data Analysis, Process Improvement, Time Management, Teamwork",0.65,NA,
John Smith,27,Engineering,Junior Engineer,0,"Machine Learning, Electrical Engineering",0.63,,NA
David Cline,35,Engineering,Engineer,5,"Python, CAD Design, Machine Learning",0.75,NA,
Dwayne Hughes,26,Logistics,Logistics Coordinator,1,"Networking, Warehouse Management",0.75,,NA
Jennifer Banks,27,Engineering,Junior Engineer,2,Python,0.68,,NA
Stephanie Richardson,30,Engineering,Senior Engineer,7,"Systems Engineering, Data Analysis, Python",0.93,NA,
Christian Taylor,29,Engineering,Junior Engineer,1,Data Analysis,0.99,,NA
Oscar Shelton,36,Engineering,Senior Engineer,6,"Electrical Engineering, Python, Java",0.56,NA,
Bridget Jones,40,Operations,Operations Manager,8,"Risk Management, Time Management, Teamwork",0.93,NA,
Cody Baker,34,Engineering,Senior Engineer,7,"CAD Design, Electrical Engineering, Machine Learning",0.8,NA,
Isaiah Jordan,35,Operations,Logistics Coordinator,3,"Process Improvement, Risk Management",0.89,,NA
James Alexander,25,IT,IT Support,0,"Cloud Computing, Communication",0.88,,NA
Ryan Conley,29,IT,IT Support,0,Communication,0.8,,NA
Megan Leonard,28,Engineering,Junior Engineer,0,"Data Analysis, Electrical Engineering",0.64,,NA
Denise Tanner,42,Engineering,Senior Engineer,6,"Electrical Engineering, Java",0.89,NA,
Carol Hernandez,27,Engineering,Junior Engineer,2,"Machine Learning, Data Analysis",0.67,,NA
Jose Gonzalez,48,Engineering,Senior Engineer,7,"Machine Learning, Systems Engineering, Java",0.74,NA,
Kyle Burton,26,Engineering,Junior Engineer,2,"Systems Engineering, CAD Design",0.56,,NA
Jacob White,32,Engineering,Engineer,4,"Data Analysis, Electrical Engineering, Java",0.91,,NA
Jessica Patel,29,IT,IT Support,2,System Administration,0.77,,NA
Shannon Mckinney,33,Operations,Logistics Coordinator,4,"Teamwork, Data Analysis",0.91,,NA
Matthew Davidson,43,Engineering,Senior Engineer,6,"Systems Engineering, Python",0.8,NA,
Samantha Hughes,46,Engineering,Senior Engineer,9,"Java, Data Analysis, CAD Design, Systems Engineering",0.73,NA,
Jeffrey Jones,33,Operations,Logistics Coordinator,3,"Project Management, Teamwork",0.56,,NA
Omar Lee,29,Logistics,Logistics Coordinator,1,"Inventory Management, Networking",0.59,,NA
Colin Gomez,35,Operations,Logistics Coordinator,3,"Teamwork, Project Management, Data Analysis",0.69,,NA
Darrell Green,25,Customer Service,Customer Service Executive,0,Customer Relationship Management,0.61,,NA
Beth Evans,36,Operations,Logistics Coordinator,3,"Data Analysis, Process Improvement, Teamwork",0.67,,NA
Michelle Gomez,28,Engineering,Junior Engineer,0,Python,0.69,,NA
Joseph Rhodes,27,IT,IT Support,2,"Python, Java",0.52,,NA
Jody Clark,37,Engineering,Engineer,3,"Java, CAD Design",0.74,,NA
Erin Gonzalez,27,Engineering,Junior Engineer,2,Python,0.58,,NA
Wanda Gomez,55,Operations,Operations Manager,10,"Process Improvement, Data Analysis, Risk Management, Project Management, Time Management",0.93,NA,
Jessica Gibson,45,Engineering,Senior Engineer,7,"Data Analysis, CAD Design, Machine Learning, Systems Engineering",0.61,NA,
Anna Matthews,26,Operations,Logistics Coordinator,2,Time Management,0.94,,NA
Melissa Wilson,47,Operations,Operations Manager,8,"Time Management, Teamwork, Risk Management",0.79,NA,
Jermaine Flores,51,Operations,Operations Manager,10,"Process Improvement, Data Analysis, Time Management, Teamwork, Project Management",0.95,NA,
Maria Hernandez,30,Engineering,Engineer,3,"Python, CAD Design",0.63,,NA
Christopher Bartlett,41,Operations,Operations Manager,7,"Teamwork, Time Management, Data Analysis, Project Management",0.99,NA,
David James,30,Engineering,Engineer,4,"Machine Learning, CAD Design, Java",0.83,,NA
Louis Ramirez,27,IT,IT Support,1,Cybersecurity,0.58,,NA
Ronald Lane,37,Engineering,Engineer,3,"Systems Engineering, Java, Python",0.92,,NA
Karen Harrington,33,Engineering,Senior Engineer,6,"Data Analysis, Machine Learning, Electrical Engineering",0.51,NA,
Mr. Andrew Riddle PhD,32,Engineering,Senior Engineer,6,"Electrical Engineering, Java, Data Analysis",0.61,NA,
Deborah Bishop,28,IT,IT Support,1,"System Administration, Cloud Computing",0.51,,NA
Sheryl Meyer,25,Customer Service,Customer Service Executive,1,"Customer Relationship Management, Conflict Resolution",0.68,,NA
Shawn Meyer,26,Customer Service,Customer Service Executive,0,"Communication, Problem Solving",0.53,,NA
Ashley Snyder,46,Engineering,Senior Engineer,7,"Electrical Engineering, Machine Learning, Python",0.53,NA,
Brandon Smith,46,Operations,Operations Manager,7,"Risk Management, Time Management, Project Management",0.76,NA,
Claudia Marshall,52,Operations,Operations Manager,12,"Risk Management, Project Management, Teamwork, Time Management",0.72,NA,
Billy Sweeney,55,Operations,Operations Manager,10,"Teamwork, Project Management, Process Improvement, Data Analysis, Risk Management",0.84,NA,
Raymond Hanson,33,Engineering,Senior Engineer,7,"Python, Machine Learning, Electrical Engineering, Systems Engineering",0.55,NA,
Jay Rhodes,25,Engineering,Junior Engineer,0,"Python, Data Analysis",0.61,,NA
Traci Brown,36,Engineering,Senior Engineer,7,"Electrical Engineering, Systems Engineering, Data Analysis, Python",1.0,NA,
Darren Cox,45,Operations,Operations Manager,10,"Project Management, Process Improvement, Risk Management, Teamwork",0.72,NA,
Susan Rivera,41,Operations,Operations Manager,11,"Process Improvement, Teamwork, Risk Management, Data Analysis",0.65,NA,
Joseph Guzman,26,Operations,Logistics Coordinator,1,Teamwork,0.68,,NA
James Weber,52,Operations,Operations Manager,10,"Process Improvement, Data Analysis, Project Management, Teamwork, Risk Management",0.84,NA,
Susan Park,41,Engineering,Senior Engineer,7,"Data Analysis, Python, Machine Learning, Java",0.75,NA,
Kimberly Sexton,27,Engineering,Junior Engineer,1,Python,0.98,,NA
Ashley Booth,29,Customer Service,Customer Service Executive,2,"Conflict Resolution, Problem Solving",1.0,,NA
Nicole Richardson,29,Operations,Logistics Coordinator,1,Data Analysis,0.81,,NA
Maria Lawson,28,Engineering,Junior Engineer,0,Java,0.75,,NA
Taylor Wilson,25,Operations,Logistics Coordinator,2,"Teamwork, Time Management",0.98,,NA
Tammy Hensley,48,Operations,Operations Manager,11,"Data Analysis, Project Management, Risk Management, Teamwork, Process Improvement",0.74,NA,
Anthony Jones,48,Engineering,Senior Engineer,9,"CAD Design, Python, Electrical Engineering, Systems Engineering",0.91,NA,
Diana Matthews,30,Engineering,Engineer,5,"Machine Learning, CAD Design, Data Analysis",0.83,NA,
Bianca Wilson,37,Engineering,Senior Engineer,7,"Machine Learning, Systems Engineering, Data Analysis, Python",0.72,NA,
Christopher Snyder,32,Engineering,Engineer,3,"Systems Engineering, Java, Data Analysis",0.8,,NA
Melissa Bell,31,Operations,Logistics Coordinator,3,"Teamwork, Time Management",0.76,,NA
Lauren Hughes,34,Engineering,Senior Engineer,7,"Machine Learning, Electrical Engineering, Data Analysis, CAD Design",0.51,NA,
Amanda Wilson,27,Logistics,Logistics Coordinator,1,"Data Analysis, Inventory Management",0.82,,NA
Jennifer Avery,32,Engineering,Senior Engineer,7,"Data Analysis, Python, Electrical Engineering",0.79,NA,
Theresa Warner,54,Operations,Operations Manager,14,"Project Management, Data Analysis, Risk Management, Time Management, Process Improvement, Teamwork",0.59,NA,
Ann Walls,25,IT,IT Support,0,Java,0.65,,NA
